TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z,ImageFile
1648105450475,0.000000,0.000000,0.679076,1.000000,0.000000,0.000000,0.000000,img__0_1648105450555095100.png
1648105450520,0.000000,0.000000,0.679076,1.000000,0.000000,0.000000,0.000000,img__0_1648105450602100700.png
1648105450571,0.000000,0.000000,0.679076,1.000000,0.000000,0.000000,0.000000,img__0_1648105450650774500.png
1648105450634,0.000000,0.000000,0.679076,1.000000,0.000000,0.000000,0.000000,img__0_1648105450715718400.png
1648105450682,-0.000000,-0.000000,0.679052,0.999986,0.000000,0.005377,0.000000,img__0_1648105450763646800.png
1648105450730,-0.000729,0.000000,0.674523,0.997634,0.000000,0.068756,-0.000000,img__0_1648105450812375300.png
1648105450778,-0.006052,0.000000,0.657330,0.991974,0.000000,0.126439,-0.000000,img__0_1648105450860406100.png
1648105450829,-0.021309,0.000000,0.625482,0.985066,0.000000,0.172176,-0.000000,img__0_1648105450909182900.png
1648105450877,-0.048208,0.000000,0.583161,0.979181,0.000000,0.202988,-0.000000,img__0_1648105450957559800.png
1648105450940,-0.105686,0.000000,0.510764,0.973073,0.000000,0.230498,-0.000000,img__0_1648105451022272100.png
1648105450988,-0.168218,0.000000,0.443702,0.969581,0.000000,0.244773,-0.000000,img__0_1648105451070221200.png
1648105451036,-0.247954,0.000000,0.367146,0.966927,0.000000,0.255053,-0.000000,img__0_1648105451118681500.png
1648105451087,-0.352094,0.000000,0.276185,0.964835,0.000000,0.262855,-0.000000,img__0_1648105451167639100.png
1648105451138,-0.476511,0.000000,0.176151,0.963421,0.000000,0.267991,-0.000000,img__0_1648105451218397100.png
1648105451183,-0.602964,0.000000,0.081270,0.963580,0.000000,0.267421,-0.000000,img__0_1648105451263877600.png
1648105451246,-0.805903,0.000000,-0.061454,0.965010,0.000000,0.262212,-0.000000,img__0_1648105451328295200.png
1648105451294,-0.980183,0.000000,-0.177569,0.966601,0.000000,0.256287,-0.000000,img__0_1648105451376674800.png
1648105451345,-1.183205,0.000000,-0.307591,0.968500,0.000000,0.249014,-0.000000,img__0_1648105451425058500.png
1648105451393,-1.390353,0.000000,-0.435942,0.970361,0.000000,0.241662,-0.000000,img__0_1648105451473574900.png
1648105451441,-1.612355,0.000000,-0.569831,0.972226,0.000000,0.234045,-0.000000,img__0_1648105451521810000.png
1648105451489,-1.848501,0.000000,-0.709015,0.974059,0.000000,0.226295,-0.000000,img__0_1648105451570216900.png
1648105451555,-2.195023,0.000000,-0.908630,0.976487,0.000000,0.215577,-0.000000,img__0_1648105451634996100.png
1648105451606,-2.479102,0.000000,-1.069102,0.978272,0.000000,0.207325,-0.000000,img__0_1648105451683555700.png
1648105451651,-2.740886,0.000000,-1.214992,0.979774,0.000000,0.200107,-0.000000,img__0_1648105451731707200.png
1648105451699,-3.029992,0.000000,-1.372430,0.981297,0.000000,0.192500,-0.000000,img__0_1648105451779810300.png
1648105451747,-3.326352,0.000000,-1.525739,0.982732,0.000000,0.185035,-0.000000,img__0_1648105451829148900.png
1648105451798,-3.647622,0.000000,-1.681173,0.984153,0.000000,0.177324,-0.000000,img__0_1648105451878968300.png
1648105451861,-4.052707,0.000000,-1.861687,0.985754,0.000000,0.168192,0.000000,img__0_1648105451941808100.png
1648105451909,-4.367164,0.000000,-1.990930,0.986863,0.000000,0.161557,0.000000,img__0_1648105451989428900.png
