TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z,ImageFile
1648104796325,0.000000,0.000000,0.678848,1.000000,0.000000,0.000000,0.000000,img__0_1648104796494503300.png
1648104796376,0.000000,0.000000,0.678848,1.000000,0.000000,0.000000,0.000000,img__0_1648104796545494000.png
1648104796424,0.000000,0.000000,0.678848,1.000000,0.000000,0.000000,0.000000,img__0_1648104796593053600.png
1648104796487,0.000000,0.000000,0.678848,1.000000,0.000000,0.000000,0.000000,img__0_1648104796658071700.png
1648104796535,0.000000,0.000000,0.678842,0.999999,-0.000000,0.001584,0.000000,img__0_1648104796706087600.png
1648104796586,-0.000598,0.000000,0.674915,0.997875,0.000000,0.065163,-0.000000,img__0_1648104796755033800.png
1648104796634,-0.005502,0.000000,0.658563,0.992410,0.000000,0.122973,-0.000000,img__0_1648104796802940600.png
1648104796682,-0.018860,0.000000,0.629718,0.985860,0.000000,0.167574,-0.000000,img__0_1648104796851629900.png
1648104796730,-0.044096,0.000000,0.588847,0.979854,0.000000,0.199716,-0.000000,img__0_1648104796900193700.png
1648104796799,-0.105686,0.000000,0.510537,0.973073,0.000000,0.230498,-0.000000,img__0_1648104796967894200.png
1648104796844,-0.163813,0.000000,0.447951,0.969773,0.000000,0.244011,-0.000000,img__0_1648104797013548000.png
1648104796892,-0.242455,0.000000,0.371968,0.967072,0.000000,0.254505,-0.000000,img__0_1648104797062135400.png
1648104796943,-0.345408,0.000000,0.281568,0.964941,0.000000,0.262467,-0.000000,img__0_1648104797113863900.png
1648104796988,-0.453086,0.000000,0.194184,0.963578,0.000000,0.267429,-0.000000,img__0_1648104797157898300.png
1648104797039,-0.594049,0.000000,0.087555,0.963541,0.000000,0.267560,-0.000000,img__0_1648104797208277500.png
1648104797102,-0.795567,0.000000,-0.054632,0.964921,0.000000,0.262541,-0.000000,img__0_1648104797270983100.png
1648104797150,-0.968806,0.000000,-0.170359,0.966494,0.000000,0.256690,-0.000000,img__0_1648104797319330400.png
1648104797198,-1.158392,0.000000,-0.292176,0.968271,0.000000,0.249904,-0.000000,img__0_1648104797367765800.png
1648104797246,-1.363633,0.000000,-0.419818,0.970127,0.000000,0.242599,-0.000000,img__0_1648104797416509200.png
1648104797294,-1.583817,0.000000,-0.553028,0.971994,0.000000,0.235006,-0.000000,img__0_1648104797465154200.png
1648104797348,-1.848501,0.000000,-0.709243,0.974059,0.000000,0.226295,-0.000000,img__0_1648104797518288100.png
1648104797393,-2.082116,0.000000,-0.844338,0.975728,0.000000,0.218987,-0.000000,img__0_1648104797563412300.png
1648104797456,-2.427977,0.000000,-1.040629,0.977963,0.000000,0.208777,-0.000000,img__0_1648104797626412200.png
1648104797504,-2.705402,0.000000,-1.195549,0.979578,0.000000,0.201065,-0.000000,img__0_1648104797675053800.png
1648104797552,-2.993408,0.000000,-1.353105,0.981111,0.000000,0.193444,-0.000000,img__0_1648104797722527600.png
1648104797600,-3.288964,0.000000,-1.507132,0.982558,0.000000,0.185958,-0.000000,img__0_1648104797770878900.png
1648104797648,-3.590470,0.000000,-1.654546,0.983910,0.000000,0.178666,-0.000000,img__0_1648104797819316100.png
1648104797696,-3.897332,0.000000,-1.794596,0.985164,0.000000,0.171616,-0.000000,img__0_1648104797867614800.png
1648104797762,-4.327563,0.000000,-1.975324,0.986730,0.000000,0.162371,-0.000000,img__0_1648104797932407200.png
1648104797813,-4.666370,0.000000,-2.106111,0.987820,0.000000,0.155604,-0.000000,img__0_1648104797981851800.png
1648104797861,-4.990160,0.000000,-2.222622,0.988756,0.000000,0.149539,-0.000000,img__0_1648104798030332900.png
1648104797906,-5.297921,0.000000,-2.326408,0.989561,0.000000,0.144116,-0.000000,img__0_1648104798077602000.png
1648104797957,-5.651496,0.000000,-2.438053,0.990395,0.000000,0.138269,-0.000000,img__0_1648104798127000500.png
1648104798005,-5.988768,0.000000,-2.537676,0.991110,0.000000,0.133046,-0.000000,img__0_1648104798174461400.png
1648104798068,-6.437818,0.000000,-2.660934,0.991956,0.000000,0.126584,-0.000000,img__0_1648104798238601300.png
1648104798116,-6.784630,0.000000,-2.749497,0.992537,0.000000,0.121943,-0.000000,img__0_1648104798287246000.png
1648104798167,-7.157378,0.000000,-2.838854,0.993100,0.000000,0.117267,-0.000000,img__0_1648104798335880300.png
1648104798215,-7.512064,0.000000,-2.918746,0.993585,0.000000,0.113092,-0.000000,img__0_1648104798384104400.png
1648104798263,-7.870359,0.000000,-2.994791,0.994028,0.000000,0.109124,-0.000000,img__0_1648104798432194600.png
1648104798317,-8.277586,0.000000,-3.076005,0.994483,0.000000,0.104896,-0.000000,img__0_1648104798484834000.png
1648104798377,-8.734993,0.000000,-3.161187,0.994940,0.000000,0.100472,-0.000000,img__0_1648104798545958700.png
1648104798422,-9.081309,0.000000,-3.221789,0.995252,0.000000,0.097332,-0.000000,img__0_1648104798593368800.png
1648104798470,-9.453668,0.000000,-3.283502,0.995559,0.000000,0.094142,-0.000000,img__0_1648104798641547400.png
1648104798521,-9.852510,0.000000,-3.345935,0.995858,0.000000,0.090924,-0.000000,img__0_1648104798690267900.png
1648104798572,-10.254527,0.000000,-3.405312,0.996132,0.000000,0.087871,-0.000000,img__0_1648104798742367400.png
1648104798617,-10.611775,0.000000,-3.455299,0.996355,0.000000,0.085308,-0.000000,img__0_1648104798786941500.png
1648104798680,-11.115732,0.000000,-3.521709,0.996640,0.000000,0.081913,-0.000000,img__0_1648104798851366300.png
1648104798731,-11.526806,0.000000,-3.572588,0.996849,0.000000,0.079320,-0.000000,img__0_1648104798901309600.png
1648104798779,-11.916122,0.000000,-3.618252,0.997031,0.000000,0.077000,-0.000000,img__0_1648104798948702700.png
1648104798827,-12.307694,0.000000,-3.661872,0.997199,0.000000,0.074791,-0.000000,img__0_1648104798996983300.png
1648104798875,-12.701427,0.000000,-3.703548,0.997355,0.000000,0.072686,-0.000000,img__0_1648104799045464900.png
1648104798923,-13.097230,0.000000,-3.743377,0.997499,0.000000,0.070681,-0.000000,img__0_1648104799094018000.png
1648104798989,-13.644689,0.000000,-3.795288,0.997680,0.000000,0.068076,-0.000000,img__0_1648104799158157800.png
1648104799037,-14.045077,0.000000,-3.831079,0.997801,0.000000,0.066287,-0.000000,img__0_1648104799208234300.png
1648104799088,-14.472456,0.000000,-3.867395,0.997919,0.000000,0.064477,-0.000000,img__0_1648104799256583500.png
1648104799133,-14.851167,0.000000,-3.898043,0.998016,0.000000,0.062955,-0.000000,img__0_1648104799303008400.png
1648104799181,-15.256722,0.000000,-3.929362,0.998113,0.000000,0.061404,-0.000000,img__0_1648104799352501800.png
1648104799232,-15.689356,0.000000,-3.961158,0.998208,0.000000,0.059834,-0.000000,img__0_1648104799400751000.png
1648104799280,-16.098099,0.000000,-3.989756,0.998292,0.000000,0.058427,-0.000000,img__0_1648104799451854000.png
1648104799343,-16.636761,0.000000,-4.025439,0.998393,0.000000,0.056678,-0.000000,img__0_1648104799513439900.png
1648104799391,-17.048759,0.000000,-4.051286,0.998463,0.000000,0.055416,-0.000000,img__0_1648104799561756400.png
1648104799439,-17.462065,0.000000,-4.076032,0.998530,0.000000,0.054211,-0.000000,img__0_1648104799610360800.png
1648104799490,-17.902580,0.000000,-4.101175,0.998595,0.000000,0.052991,-0.000000,img__0_1648104799660397000.png
1648104799535,-18.292393,0.000000,-4.122420,0.998649,0.000000,0.051964,-0.000000,img__0_1648104799706766700.png
1648104799586,-18.735401,0.000000,-4.145483,0.998706,0.000000,0.050852,-0.000000,img__0_1648104799755131000.png
1648104799649,-19.284353,0.000000,-4.172554,0.998772,0.000000,0.049552,-0.000000,img__0_1648104799819610200.png
1648104799697,-19.703808,0.000000,-4.192180,0.998818,0.000000,0.048613,-0.000000,img__0_1648104799867716500.png
1648104799745,-20.124249,0.000000,-4.210985,0.998861,0.000000,0.047716,-0.000000,img__0_1648104799916566900.png
1648104799796,-20.572020,0.000000,-4.230104,0.998904,0.000000,0.046808,-0.000000,img__0_1648104799965219900.png
1648104799844,-20.994387,0.000000,-4.247324,0.998942,0.000000,0.045992,-0.000000,img__0_1648104800013792800.png
1648104799892,-21.417627,0.000000,-4.263827,0.998977,0.000000,0.045213,-0.000000,img__0_1648104800062125600.png
1648104799955,-21.974390,0.000000,-4.284450,0.999021,0.000000,0.044243,-0.000000,img__0_1648104800125835200.png
1648104800003,-22.399504,0.000000,-4.299411,0.999052,0.000000,0.043541,-0.000000,img__0_1648104800173811500.png
1648104800051,-22.825373,0.000000,-4.313752,0.999081,0.000000,0.042871,-0.000000,img__0_1648104800222209600.png
1648104800099,-23.251961,0.000000,-4.327501,0.999108,0.000000,0.042231,-0.000000,img__0_1648104800270784300.png
1648104800147,-23.679239,0.000001,-4.340682,0.999134,0.000000,0.041619,-0.000000,img__0_1648104800318999700.png
1648104800198,-24.133945,0.000001,-4.354093,0.999159,0.000000,0.040999,-0.000000,img__0_1648104800367874900.png
1648104800261,-24.696623,0.000001,-4.369852,0.999189,0.000000,0.040272,-0.000000,img__0_1648104800431924600.png
1648104800312,-25.152880,0.000001,-4.381989,0.999211,0.000000,0.039715,-0.000000,img__0_1648104800481114100.png
1648104800360,-25.582886,0.000001,-4.392929,0.999231,0.000000,0.039214,-0.000000,img__0_1648104800529615100.png
1648104800408,-26.013433,0.000001,-4.403419,0.999250,0.000000,0.038736,-0.000000,img__0_1648104800578132700.png
1648104800456,-26.444510,0.000001,-4.413480,0.999267,0.000000,0.038278,-0.000000,img__0_1648104800625700500.png
1648104800504,-26.876074,0.000001,-4.423130,0.999284,0.000000,0.037840,-0.000000,img__0_1648104800674330300.png
1648104800570,-27.470263,0.000001,-4.435755,0.999305,0.000000,0.037270,-0.000000,img__0_1648104800740314800.png
1648104800618,-27.902939,0.000001,-4.444495,0.999320,0.000000,0.036877,-0.000000,img__0_1648104800787470800.png
1648104800666,-28.336042,0.000001,-4.452876,0.999334,0.000000,0.036500,-0.000000,img__0_1648104800835487900.png
1648104800714,-28.769560,0.000001,-4.460915,0.999347,0.000000,0.036141,-0.000000,img__0_1648104800884121200.png
1648104800762,-29.203474,0.000001,-4.468627,0.999359,0.000000,0.035797,-0.000000,img__0_1648104800933177000.png
1648104800813,-29.664923,0.000001,-4.476476,0.999372,0.000000,0.035448,-0.000000,img__0_1648104800983041000.png
1648104800876,-30.235506,0.000001,-4.485706,0.999386,0.000000,0.035039,-0.000000,img__0_1648104801045613700.png
1648104800924,-30.670633,0.000001,-4.492408,0.999396,0.000000,0.034743,-0.000000,img__0_1648104801093694700.png
1648104800972,-31.106087,0.000001,-4.498837,0.999406,0.000000,0.034460,-0.000000,img__0_1648104801142320400.png
1648104801020,-31.541851,0.000001,-4.505005,0.999415,0.000000,0.034189,-0.000000,img__0_1648104801190272900.png
1648104801068,-31.977913,0.000001,-4.510926,0.999424,0.000000,0.033930,-0.000000,img__0_1648104801238535600.png
1648104801116,-32.414261,0.000001,-4.516603,0.999433,0.000000,0.033682,-0.000000,img__0_1648104801286893800.png
1648104801164,-32.850887,0.000001,-4.522050,0.999441,0.000000,0.033445,-0.000000,img__0_1648104801335407900.png
1648104801230,-33.451668,0.000001,-4.529179,0.999451,0.000000,0.033136,-0.000000,img__0_1648104801400284300.png
1648104801278,-33.888893,0.000001,-4.534115,0.999458,0.000000,0.032922,-0.000000,img__0_1648104801448928000.png
1648104801326,-34.326359,0.000001,-4.538852,0.999465,0.000000,0.032718,-0.000000,img__0_1648104801497573300.png
1648104801374,-34.764050,0.000001,-4.543396,0.999471,0.000000,0.032523,-0.000000,img__0_1648104801546052900.png
1648104801422,-35.201954,0.000001,-4.547756,0.999477,0.000000,0.032336,-0.000000,img__0_1648104801593815600.png
1648104801473,-35.667461,0.000001,-4.552196,0.999483,0.000000,0.032147,-0.000000,img__0_1648104801644495300.png
1648104801536,-36.242802,0.000001,-4.557416,0.999490,0.000000,0.031924,-0.000000,img__0_1648104801706716800.png
1648104801584,-36.681374,0.000001,-4.561208,0.999495,0.000000,0.031763,-0.000000,img__0_1648104801754759100.png
1648104801632,-37.120125,0.000001,-4.564847,0.999500,0.000000,0.031609,-0.000000,img__0_1648104801803070900.png
1648104801680,-37.559048,0.000001,-4.568338,0.999505,0.000000,0.031462,-0.000000,img__0_1648104801851608700.png
1648104801731,-38.025581,0.000001,-4.571893,0.999510,0.000000,0.031312,-0.000000,img__0_1648104801900321100.png
1648104801779,-38.464836,0.000001,-4.575098,0.999514,0.000000,0.031178,-0.000000,img__0_1648104801948658700.png
1648104801845,-39.069054,0.000001,-4.579296,0.999519,0.000000,0.031002,-0.000000,img__0_1648104802015387900.png
1648104801890,-39.481171,0.000001,-4.582023,0.999523,0.000000,0.030888,-0.000000,img__0_1648104802062038000.png
1648104801941,-39.948383,0.000001,-4.584990,0.999527,0.000000,0.030765,-0.000000,img__0_1648104802110368600.png
1648104801986,-40.360752,0.000001,-4.587502,0.999530,0.000000,0.030660,-0.000000,img__0_1648104802158105600.png
1648104802037,-40.828236,0.000001,-4.590234,0.999533,0.000000,0.030547,-0.000000,img__0_1648104802206327900.png
1648104802088,-41.295853,0.000001,-4.592849,0.999537,0.000000,0.030439,-0.000000,img__0_1648104802257864200.png
1648104802148,-41.846149,0.000001,-4.595782,0.999540,0.000000,0.030319,-0.000000,img__0_1648104802319592600.png
1648104802196,-42.286507,0.000002,-4.598022,0.999543,0.000000,0.030227,-0.000000,img__0_1648104802368196400.png
1648104802247,-42.754498,0.000002,-4.600303,0.999546,0.000000,0.030139,-0.000000,img__0_1648104802416418000.png
1648104802295,-43.195065,0.000002,-4.602359,0.999548,0.000000,0.030050,-0.000000,img__0_1648104802465236900.png
1648104802343,-43.635719,0.000002,-4.604333,0.999551,0.000000,0.029970,-0.000000,img__0_1648104802513472600.png
1648104802391,-44.076473,0.000002,-4.606226,0.999553,0.000000,0.029893,-0.000000,img__0_1648104802561904900.png
1648104802454,-44.655087,0.000002,-4.608596,0.999556,0.000000,0.029797,-0.000000,img__0_1648104802625623100.png
1648104802508,-45.151154,0.000002,-4.610528,0.999558,0.000000,0.029719,-0.000000,img__0_1648104802674299800.png
1648104802553,-45.564613,0.000002,-4.612070,0.999560,0.000000,0.029657,-0.000000,img__0_1648104802722473200.png
1648104802601,-46.005711,0.000002,-4.613651,0.999562,0.000000,0.029594,-0.000000,img__0_1648104802770784200.png
1648104802649,-46.446880,0.000002,-4.615169,0.999564,0.000000,0.029533,-0.000000,img__0_1648104802819531600.png
1648104802697,-46.888119,0.000002,-4.616625,0.999566,0.000000,0.029475,-0.000000,img__0_1648104802867786700.png
1648104802760,-47.467342,0.000002,-4.618446,0.999568,0.000000,0.029402,-0.000000,img__0_1648104802932268300.png
1648104802811,-47.936314,0.000002,-4.619850,0.999569,0.000000,0.029347,-0.000000,img__0_1648104802981067100.png
1648104802862,-48.405350,0.000002,-4.621193,0.999571,0.000000,0.029293,-0.000000,img__0_1648104803031575500.png
1648104802910,-48.846855,0.000002,-4.622405,0.999572,0.000000,0.029246,-0.000000,img__0_1648104803078093400.png
1648104802955,-49.260815,0.000002,-4.623496,0.999574,0.000000,0.029203,-0.000000,img__0_1648104803126217900.png
1648104803003,-49.702415,0.000002,-4.624615,0.999575,0.000000,0.029159,-0.000000,img__0_1648104803174765700.png
1648104803051,-50.144066,0.000002,-4.625688,0.999576,0.000000,0.029117,-0.000000,img__0_1648104803222942400.png
1648104803120,-50.779026,0.000002,-4.627154,0.999578,0.000000,0.029059,-0.000000,img__0_1648104803286987200.png
1648104803165,-51.193188,0.000002,-4.628065,0.999579,0.000000,0.029024,-0.000000,img__0_1648104803335652600.png
1648104803213,-51.634995,0.000002,-4.628998,0.999580,0.000000,0.028988,-0.000000,img__0_1648104803383997900.png
1648104803261,-52.076832,0.000002,-4.629894,0.999581,0.000000,0.028953,-0.000000,img__0_1648104803432610300.png
1648104803312,-52.546345,0.000002,-4.630805,0.999582,0.000000,0.028918,-0.000000,img__0_1648104803481753200.png
1648104803360,-52.988270,0.000002,-4.631628,0.999583,0.000000,0.028886,-0.000000,img__0_1648104803529609100.png
1648104803423,-53.568336,0.000002,-4.632657,0.999584,0.000000,0.028846,-0.000000,img__0_1648104803593349100.png
1648104803471,-54.010353,0.000002,-4.633404,0.999585,0.000000,0.028817,-0.000000,img__0_1648104803641728300.png
1648104803519,-54.452377,0.000002,-4.634121,0.999586,0.000000,0.028790,-0.000000,img__0_1648104803690064500.png
1648104803570,-54.922085,0.000003,-4.634851,0.999586,0.000000,0.028762,-0.000000,img__0_1648104803739234100.png
1648104803615,-55.336536,0.000003,-4.635470,0.999587,0.000000,0.028739,-0.000000,img__0_1648104803786836000.png
1648104803663,-55.778675,0.000003,-4.636103,0.999588,0.000000,0.028714,-0.000000,img__0_1648104803835410200.png
1648104803729,-56.386627,0.000003,-4.636933,0.999589,0.000000,0.028683,-0.000000,img__0_1648104803899898200.png
1648104803777,-56.828827,0.000003,-4.637507,0.999589,0.000000,0.028661,-0.000000,img__0_1648104803948573300.png
1648104803828,-57.298664,0.000003,-4.638092,0.999590,-0.000000,0.028639,-0.000000,img__0_1648104803998641800.png
1648104803876,-57.740906,0.000003,-4.638619,0.999590,-0.000000,0.028619,-0.000000,img__0_1648104804046801200.png
1648104803921,-58.155525,0.000003,-4.639094,0.999591,-0.000000,0.028602,-0.000000,img__0_1648104804093447000.png
1648104803972,-58.625427,0.000003,-4.639610,0.999591,-0.000000,0.028582,-0.000000,img__0_1648104804141800300.png
1648104804035,-59.205967,0.000003,-4.640217,0.999592,-0.000000,0.028560,-0.000000,img__0_1648104804206288600.png
1648104804083,-59.648289,0.000003,-4.640658,0.999593,-0.000000,0.028543,-0.000000,img__0_1648104804254875600.png
1648104804131,-60.090611,0.000003,-4.641081,0.999593,-0.000000,0.028527,-0.000000,img__0_1648104804303177400.png
1648104804182,-60.560638,0.000003,-4.641511,0.999593,-0.000000,0.028511,-0.000000,img__0_1648104804352161600.png
1648104804230,-61.003021,0.000003,-4.641900,0.999594,-0.000000,0.028497,-0.000000,img__0_1648104804401802500.png
1648104804278,-61.445404,0.000003,-4.642272,0.999594,-0.000000,0.028483,-0.000000,img__0_1648104804448487900.png
1648104804344,-62.053715,0.000003,-4.642760,0.999595,-0.000000,0.028465,-0.000000,img__0_1648104804514150100.png
1648104804395,-62.523811,0.000003,-4.643118,0.999595,-0.000000,0.028452,-0.000000,img__0_1648104804566213300.png
1648104804437,-62.910950,0.000003,-4.643401,0.999595,-0.000000,0.028442,-0.000000,img__0_1648104804609671600.png
1648104804488,-63.381046,0.000003,-4.643732,0.999596,-0.000000,0.028430,-0.000000,img__0_1648104804658555600.png
1648104804536,-63.823494,0.000003,-4.644030,0.999596,-0.000000,0.028419,-0.000000,img__0_1648104804706622300.png
1648104804584,-64.265999,0.000003,-4.644316,0.999596,-0.000000,0.028408,-0.000000,img__0_1648104804755491000.png
1648104804647,-64.846786,0.000003,-4.644673,0.999597,-0.000000,0.028395,-0.000000,img__0_1648104804819656600.png
1648104804701,-65.344604,0.000003,-4.644965,0.999597,-0.000000,0.028385,-0.000000,img__0_1648104804872437100.png
1648104804746,-65.759453,0.000003,-4.645197,0.999597,-0.000000,0.028376,-0.000000,img__0_1648104804916787100.png
1648104804794,-66.201958,0.000003,-4.645436,0.999598,-0.000000,0.028368,-0.000000,img__0_1648104804965384900.png
1648104804842,-66.644463,0.000003,-4.645665,0.999598,-0.000000,0.028360,-0.000000,img__0_1648104805013638600.png
1648104804890,-67.086967,0.000004,-4.645884,0.999598,-0.000000,0.028352,-0.000000,img__0_1648104805062108800.png
1648104804956,-67.695412,0.000004,-4.646171,0.999598,-0.000000,0.028341,-0.000000,img__0_1648104805126424500.png
1648104805004,-68.138000,0.000004,-4.646370,0.999599,-0.000000,0.028334,-0.000000,img__0_1648104805174645100.png
1648104805052,-68.580627,0.000004,-4.646561,0.999599,-0.000000,0.028327,-0.000000,img__0_1648104805222702800.png
1648104805100,-69.023254,0.000004,-4.646744,0.999599,-0.000000,0.028321,-0.000000,img__0_1648104805271038300.png
1648104805148,-69.465881,0.000004,-4.646919,0.999599,-0.000000,0.028315,-0.000000,img__0_1648104805319480400.png
1648104805196,-69.908508,0.000004,-4.647087,0.999599,-0.000000,0.028309,-0.000000,img__0_1648104805367819000.png
1648104805244,-70.351135,0.000004,-4.647248,0.999599,-0.000000,0.028303,-0.000000,img__0_1648104805416688000.png
1648104805313,-70.987411,0.000004,-4.647470,0.999600,-0.000000,0.028295,-0.000000,img__0_1648104805482591800.png
1648104805358,-71.402374,0.000004,-4.647605,0.999600,-0.000000,0.028290,-0.000000,img__0_1648104805530483200.png
1648104805409,-71.872665,0.000004,-4.647754,0.999600,-0.000000,0.028285,-0.000000,img__0_1648104805580512200.png
1648104805454,-72.287628,0.000004,-4.647881,0.999600,-0.000000,0.028281,-0.000000,img__0_1648104805626288200.png
1648104805502,-72.730255,0.000004,-4.648010,0.999600,-0.000000,0.028276,-0.000000,img__0_1648104805674292200.png
1648104805553,-73.200546,0.000004,-4.648141,0.999600,-0.000000,0.028272,-0.000000,img__0_1648104805722958400.png
1648104805616,-73.781494,0.000004,-4.648295,0.999600,-0.000000,0.028266,-0.000000,img__0_1648104805787033600.png
1648104805664,-74.224121,0.000004,-4.648408,0.999601,-0.000000,0.028262,-0.000000,img__0_1648104805835586300.png
1648104805715,-74.694412,0.000004,-4.648522,0.999601,-0.000000,0.028258,-0.000000,img__0_1648104805884055700.png
1648104805766,-75.164703,0.000004,-4.648631,0.999601,-0.000000,0.028254,-0.000000,img__0_1648104805936426700.png
1648104805811,-75.579666,0.000004,-4.648724,0.999601,-0.000000,0.028251,-0.000000,img__0_1648104805981315700.png
1648104805859,-76.022293,0.000004,-4.648818,0.999601,-0.000000,0.028248,-0.000000,img__0_1648104806029842600.png
1648104805925,-76.630905,0.000004,-4.648943,0.999601,-0.000000,0.028244,-0.000000,img__0_1648104806095335200.png
1648104805970,-77.045868,0.000004,-4.649022,0.999601,-0.000000,0.028241,-0.000000,img__0_1648104806141803300.png
1648104806018,-77.488495,0.000004,-4.649106,0.999601,-0.000000,0.028238,-0.000000,img__0_1648104806190684900.png
1648104806069,-77.958786,0.000004,-4.649189,0.999601,-0.000000,0.028235,-0.000000,img__0_1648104806239208000.png
1648104806117,-78.401413,0.000004,-4.649265,0.999601,-0.000000,0.028233,-0.000000,img__0_1648104806288347000.png
1648104806165,-78.844101,0.000004,-4.649338,0.999601,-0.000000,0.028230,-0.000000,img__0_1648104806336083100.png
1648104806228,-79.425209,0.000004,-4.649428,0.999602,-0.000000,0.028227,-0.000000,img__0_1648104806400447500.png
1648104806276,-79.867958,0.000004,-4.649496,0.999602,-0.000000,0.028225,-0.000000,img__0_1648104806448492000.png
1648104806327,-80.338379,0.000004,-4.649560,0.999602,-0.000000,0.028223,-0.000000,img__0_1648104806497465800.png
1648104806375,-80.781128,0.000004,-4.649621,0.999602,-0.000000,0.028221,-0.000000,img__0_1648104806546156100.png
1648104806423,-81.223877,0.000004,-4.649681,0.999602,-0.000000,0.028219,-0.000000,img__0_1648104806594405700.png
1648104806471,-81.666626,0.000004,-4.649734,0.999602,-0.000000,0.028217,-0.000000,img__0_1648104806642263100.png
1648104806534,-82.247734,0.000004,-4.649805,0.999602,-0.000000,0.028214,-0.000000,img__0_1648104806706856600.png
1648104806582,-82.690483,0.000004,-4.649857,0.999602,0.000000,0.028213,-0.000000,img__0_1648104806754958100.png
1648104806633,-83.160805,0.000004,-4.649576,0.999980,0.000000,-0.006336,-0.000000,img__0_1648104806803483700.png
1648104806681,-83.601807,0.000004,-4.654519,0.998439,0.000000,-0.055852,-0.000000,img__0_1648104806852024000.png
1648104806729,-84.037788,0.000004,-4.672100,0.996788,0.000000,-0.080085,-0.000000,img__0_1648104806900540900.png
1648104806777,-84.466820,0.000004,-4.703519,0.995731,0.000000,-0.092302,-0.000000,img__0_1648104806948762500.png
