TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z,ImageFile
1648104552116,0.000000,0.000000,0.678848,1.000000,0.000000,0.000000,0.000000,img__0_1648104552252758200.png
1648104552170,0.000000,0.000000,0.678848,1.000000,0.000000,0.000000,0.000000,img__0_1648104552304473600.png
1648104552219,0.000000,0.000000,0.678848,1.000000,0.000000,0.000000,0.000000,img__0_1648104552352893600.png
1648104552285,0.000000,0.000000,0.678848,1.000000,0.000000,0.000000,0.000000,img__0_1648104552418801100.png
1648104552333,-0.000001,0.000000,0.678806,0.999967,0.000000,0.008074,0.000000,img__0_1648104552466314700.png
1648104552381,-0.000878,0.000000,0.673623,0.997384,0.000000,0.072280,-0.000000,img__0_1648104552514490900.png
1648104552429,-0.006636,0.000000,0.655597,0.991540,0.000000,0.129799,-0.000000,img__0_1648104552562915600.png
1648104552477,-0.021309,0.000000,0.625254,0.985066,0.000000,0.172176,-0.000000,img__0_1648104552611390700.png
1648104552525,-0.048208,0.000000,0.582933,0.979181,0.000000,0.202988,-0.000000,img__0_1648104552659832700.png
1648104552591,-0.109105,0.000000,0.506637,0.972827,0.000000,0.231533,-0.000000,img__0_1648104552724877600.png
1648104552639,-0.172691,0.000000,0.438961,0.969392,0.000000,0.245519,-0.000000,img__0_1648104552772674900.png
1648104552687,-0.253522,0.000000,0.361834,0.966785,0.000000,0.255591,-0.000000,img__0_1648104552820903700.png
1648104552735,-0.352094,0.000000,0.275958,0.964835,0.000000,0.262855,-0.000000,img__0_1648104552869674000.png
1648104552783,-0.468633,0.000000,0.182037,0.963465,0.000000,0.267834,-0.000000,img__0_1648104552917860300.png
1648104552831,-0.602964,0.000000,0.081042,0.963580,0.000000,0.267421,-0.000000,img__0_1648104552966323000.png
1648104552897,-0.816305,0.000000,-0.068755,0.965101,0.000000,0.261877,-0.000000,img__0_1648104553031768000.png
1648104552945,-0.991624,0.000000,-0.185259,0.966709,0.000000,0.255880,-0.000000,img__0_1648104553080116600.png
1648104552993,-1.183205,0.000000,-0.307818,0.968500,0.000000,0.249014,-0.000000,img__0_1648104553127733200.png
1648104553041,-1.390353,0.000000,-0.436170,0.970361,0.000000,0.241662,-0.000000,img__0_1648104553176080300.png
1648104553092,-1.626707,0.000000,-0.578605,0.972342,0.000000,0.233563,-0.000000,img__0_1648104553227926500.png
1648104553137,-1.848501,0.000000,-0.709243,0.974059,0.000000,0.226295,-0.000000,img__0_1648104553272823200.png
1648104553185,-2.098096,0.000000,-0.853498,0.975837,0.000000,0.218500,-0.000000,img__0_1648104553321153700.png
1648104553251,-2.462014,0.000000,-1.059745,0.978170,0.000000,0.207809,-0.000000,img__0_1648104553385628100.png
1648104553302,-2.758689,0.000000,-1.225072,0.979872,0.000000,0.199628,-0.000000,img__0_1648104553434063500.png
1648104553350,-3.048321,0.000000,-1.382398,0.981389,0.000000,0.192028,-0.000000,img__0_1648104553485108100.png
1648104553395,-3.326344,0.000000,-1.525950,0.982732,0.000000,0.185035,-0.000000,img__0_1648104553531253100.png
1648104553446,-3.647609,0.000000,-1.681371,0.984152,0.000000,0.177325,-0.000000,img__0_1648104553580917600.png
1648104553494,-3.955442,0.000000,-1.820035,0.985388,0.000000,0.170324,-0.000000,img__0_1648104553627909600.png
1648104553557,-4.367138,0.000000,-1.991100,0.986863,0.000000,0.161558,-0.000000,img__0_1648104553692254400.png
1648104553605,-4.686469,0.000000,-2.113575,0.987881,0.000000,0.155217,-0.000000,img__0_1648104553740339700.png
1648104553653,-5.010552,0.000000,-2.229701,0.988812,0.000000,0.149169,-0.000000,img__0_1648104553788693900.png
1648104553701,-5.339257,0.000000,-2.339865,0.989663,0.000000,0.143411,-0.000000,img__0_1648104553837069300.png
1648104553752,-5.693419,0.000000,-2.450788,0.990488,0.000000,0.137601,-0.000000,img__0_1648104553886248600.png
1648104553800,-6.031227,0.000000,-2.549773,0.991195,0.000000,0.132412,-0.000000,img__0_1648104553935241800.png
