TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z,ImageFile
1648105277876,0.000000,0.000000,0.679306,1.000000,0.000000,0.000000,0.000000,img__0_1648105277960394400.png
1648105277924,0.000000,0.000000,0.679306,1.000000,0.000000,0.000000,0.000000,img__0_1648105278010001200.png
1648105277972,0.000000,0.000000,0.679306,1.000000,0.000000,0.000000,0.000000,img__0_1648105278058357900.png
1648105278038,0.000000,0.000000,0.679306,1.000000,0.000000,0.000000,0.000000,img__0_1648105278123076900.png
1648105278089,-0.000000,-0.000000,0.679282,0.999986,0.000000,0.005377,0.000000,img__0_1648105278173101000.png
1648105278137,-0.000729,0.000000,0.674753,0.997634,0.000000,0.068756,-0.000000,img__0_1648105278220660200.png
1648105278185,-0.006052,0.000000,0.657560,0.991974,0.000000,0.126439,-0.000000,img__0_1648105278269156800.png
1648105278233,-0.020061,0.000000,0.627968,0.985463,0.000000,0.169892,-0.000000,img__0_1648105278316862300.png
1648105278281,-0.046124,0.000000,0.586369,0.979516,0.000000,0.201369,-0.000000,img__0_1648105278365114400.png
1648105278344,-0.102332,0.000000,0.514854,0.973322,0.000000,0.229443,-0.000000,img__0_1648105278429690300.png
1648105278392,-0.163813,0.000000,0.448409,0.969773,0.000000,0.244011,-0.000000,img__0_1648105278478032500.png
1648105278440,-0.242455,0.000000,0.372425,0.967072,0.000000,0.254505,-0.000000,img__0_1648105278526393900.png
1648105278491,-0.345408,0.000000,0.282026,0.964941,0.000000,0.262467,-0.000000,img__0_1648105278574681500.png
1648105278542,-0.468633,0.000000,0.182494,0.963465,0.000000,0.267834,-0.000000,img__0_1648105278625800200.png
1648105278587,-0.594049,0.000000,0.088012,0.963541,0.000000,0.267560,-0.000000,img__0_1648105278671618000.png
1648105278650,-0.795567,0.000000,-0.054175,0.964921,0.000000,0.262541,-0.000000,img__0_1648105278736249400.png
1648105278701,-0.980183,0.000000,-0.177340,0.966601,0.000000,0.256287,-0.000000,img__0_1648105278784859500.png
1648105278749,-1.170768,0.000000,-0.299529,0.968385,0.000000,0.249460,-0.000000,img__0_1648105278833038400.png
1648105278797,-1.376964,0.000000,-0.427526,0.970244,0.000000,0.242131,-0.000000,img__0_1648105278881728200.png
1648105278845,-1.598058,0.000000,-0.561075,0.972110,0.000000,0.234526,-0.000000,img__0_1648105278929639300.png
1648105278896,-1.848501,0.000000,-0.708786,0.974059,0.000000,0.226295,-0.000000,img__0_1648105278981665700.png
1648105278962,-2.195023,0.000000,-0.908401,0.976487,0.000000,0.215577,-0.000000,img__0_1648105279046845200.png
1648105279013,-2.479102,0.000000,-1.068873,0.978272,0.000000,0.207325,-0.000000,img__0_1648105279097751400.png
1648105279058,-2.740886,0.000000,-1.214763,0.979774,0.000000,0.200107,-0.000000,img__0_1648105279142618600.png
1648105279106,-3.029994,0.000000,-1.372207,0.981297,0.000000,0.192500,-0.000000,img__0_1648105279192213200.png
1648105279154,-3.326358,0.000000,-1.525527,0.982732,0.000000,0.185035,-0.000000,img__0_1648105279239617800.png
1648105279205,-3.647634,0.000000,-1.680974,0.984152,0.000000,0.177324,-0.000000,img__0_1648105279290435400.png
1648105279265,-4.033237,0.000000,-1.853192,0.985682,0.000000,0.168615,-0.000000,img__0_1648105279351568900.png
1648105279316,-4.367188,0.000000,-1.990759,0.986863,0.000000,0.161557,-0.000000,img__0_1648105279401352600.png
1648105279364,-4.686528,0.000000,-2.113258,0.987881,0.000000,0.155215,-0.000000,img__0_1648105279448461600.png
1648105279415,-5.031030,0.000000,-2.236462,0.988867,0.000000,0.148800,-0.000000,img__0_1648105279498792800.png
1648105279460,-5.339334,0.000000,-2.339589,0.989663,0.000000,0.143410,-0.000000,img__0_1648105279545198900.png
1648105279508,-5.672534,0.000000,-2.444175,0.990442,0.000000,0.137933,-0.000000,img__0_1648105279593597900.png
