TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z,ImageFile
1648038174813,0.000000,0.000000,0.678841,1.000000,0.000000,0.000000,0.000000,img__0_1648038176046239400.png
1648038174867,0.000000,0.000000,0.678841,1.000000,0.000000,0.000000,0.000000,img__0_1648038176101170000.png
1648038174918,0.000000,0.000000,0.678841,1.000000,0.000000,0.000000,0.000000,img__0_1648038176149293100.png
1648038174966,0.000000,0.000000,0.678841,1.000000,0.000000,0.000000,0.000000,img__0_1648038176197683200.png
1648038175029,-0.000002,0.000000,0.678200,0.999992,0.000000,0.003884,-0.000000,img__0_1648038176262660200.png
1648038175077,-0.000354,0.000000,0.668020,0.999817,0.000000,0.019134,-0.000000,img__0_1648038176310822800.png
1648038175125,-0.002035,0.000000,0.643652,0.999658,0.000000,0.026147,-0.000000,img__0_1648038176359511500.png
1648038175176,-0.005912,0.000000,0.601498,0.999549,0.000000,0.030039,0.000000,img__0_1648038176408182900.png
1648038175224,-0.011860,0.000000,0.546427,0.999490,0.000000,0.031919,0.000000,img__0_1648038176456745000.png
1648038175272,-0.020184,0.000000,0.476599,0.999467,0.000000,0.032635,0.000000,img__0_1648038176505163100.png
1648038175335,-0.034779,0.000000,0.362962,0.999472,0.000000,0.032490,0.000000,img__0_1648038176568865000.png
1648038175386,-0.049612,0.000000,0.253122,0.999493,0.000000,0.031848,0.000000,img__0_1648038176617827900.png
1648038175431,-0.064877,0.000000,0.143323,0.999518,0.000000,0.031046,0.000000,img__0_1648038176665618300.png
1648038175482,-0.084549,0.000000,0.004730,0.999551,0.000000,0.029972,0.000000,img__0_1648038176713990700.png
1648038175530,-0.105266,0.000000,-0.138984,0.999583,0.000000,0.028862,0.000000,img__0_1648038176762777800.png
1648038175581,-0.129493,0.000000,-0.305236,0.999619,0.000000,0.027620,0.000000,img__0_1648038176811471200.png
1648038175644,-0.162382,0.000000,-0.529007,0.999661,0.000000,0.026043,0.000000,img__0_1648038176876351300.png
1648038175692,-0.189493,0.000000,-0.712475,0.999692,0.000000,0.024831,0.000000,img__0_1648038176924760000.png
1648038175740,-0.218258,0.000000,-0.906577,0.999721,0.000000,0.023624,0.000000,img__0_1648038176972998600.png
1648038175788,-0.248572,0.000000,-1.110778,0.999748,0.000000,0.022430,-0.000000,img__0_1648038177021562500.png
1648038175839,-0.282363,0.000000,-1.338209,0.999776,0.000000,0.021182,-0.000000,img__0_1648038177071621700.png
1648038175884,-0.313439,0.000000,-1.547343,0.999798,0.000000,0.020103,-0.000000,img__0_1648038177117904600.png
1648038175950,-0.360984,0.000000,-1.867380,0.999828,-0.000000,0.018564,-0.000000,img__0_1648038177182092600.png
1648038175998,-0.396682,0.000000,-2.103102,0.999847,-0.000000,0.017482,-0.000000,img__0_1648038177230678000.png
1648038176046,-0.432825,0.000000,-2.328962,0.999865,-0.000000,0.016442,-0.000000,img__0_1648038177278865800.png
1648038176094,-0.469238,0.000000,-2.540533,0.999881,-0.000000,0.015455,-0.000000,img__0_1648038177327676700.png
