TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z,ImageFile
1648038512113,0.000000,0.000000,0.678824,1.000000,0.000000,0.000000,0.000000,img__0_1648038512205215800.png
1648038512167,0.000000,0.000000,0.678824,1.000000,0.000000,0.000000,0.000000,img__0_1648038512259236100.png
1648038512212,0.000000,0.000000,0.678824,1.000000,0.000000,0.000000,0.000000,img__0_1648038512304543200.png
1648038512278,0.000000,0.000000,0.678824,1.000000,0.000000,0.000000,0.000000,img__0_1648038512370314200.png
1648038512326,-0.000003,0.000000,0.677934,0.999987,0.000000,0.005138,-0.000000,img__0_1648038512418155400.png
1648038512374,-0.000413,0.000000,0.666916,0.999809,0.000000,0.019527,-0.000000,img__0_1648038512467067100.png
1648038512422,-0.002199,0.000000,0.641621,0.999649,0.000000,0.026478,-0.000000,img__0_1648038512515011200.png
1648038512470,-0.005912,0.000000,0.601481,0.999549,0.000000,0.030039,0.000000,img__0_1648038512563345700.png
1648038512518,-0.011860,0.000000,0.546409,0.999490,0.000000,0.031919,0.000000,img__0_1648038512611200400.png
1648038512581,-0.023281,0.000000,0.451771,0.999466,0.000000,0.032684,0.000000,img__0_1648038512675819400.png
1648038512632,-0.035578,0.000000,0.356920,0.999473,0.000000,0.032463,0.000000,img__0_1648038512725029800.png
1648038512680,-0.049612,0.000000,0.253105,0.999493,0.000000,0.031848,0.000000,img__0_1648038512773154500.png
1648038512731,-0.067062,0.000000,0.127772,0.999522,0.000000,0.030928,0.000000,img__0_1648038512823601200.png
1648038512776,-0.084549,0.000000,0.004713,0.999551,0.000000,0.029972,0.000000,img__0_1648038512869834800.png
1648038512824,-0.105266,0.000000,-0.139001,0.999583,0.000000,0.028862,0.000000,img__0_1648038512917940300.png
1648038512890,-0.137035,0.000000,-0.356724,0.999629,0.000000,0.027247,0.000000,img__0_1648038512982789500.png
1648038512938,-0.162382,0.000000,-0.529024,0.999661,0.000000,0.026043,0.000000,img__0_1648038513030757800.png
1648038512986,-0.189493,0.000000,-0.712492,0.999692,0.000000,0.024831,0.000000,img__0_1648038513079086100.png
1648038513034,-0.218258,0.000000,-0.906594,0.999721,0.000000,0.023624,0.000000,img__0_1648038513127662600.png
1648038513085,-0.250516,0.000000,-1.123880,0.999750,0.000000,0.022356,0.000000,img__0_1648038513177242600.png
1648038513133,-0.282363,0.000000,-1.338226,0.999776,0.000000,0.021182,0.000000,img__0_1648038513225374500.png
1648038513181,-0.315551,0.000000,-1.561573,0.999799,0.000000,0.020032,0.000000,img__0_1648038513274352500.png
1648038513244,-0.360984,0.000000,-1.867396,0.999828,0.000000,0.018564,0.000000,img__0_1648038513337165600.png
